datetime,open,high,low,close,volume,vwap,dev,dev_mom,vol_ma10,atr,realized_vol,entry_native,ai_score,ai_accept,entry
2024-01-01 10:00:00,15035.5561,15075.8899,14959.6662,15000.0,1325341,15011.852033333333,-0.0007895117342627411,,,,,0.0,,True,0.0
2024-01-01 11:00:00,15000.0,15102.8903,14657.0011,14759.8914,289335,14981.044765548031,-0.014762212449736349,,,,,0.0,,True,0.0
2024-01-01 12:00:00,14759.8914,14858.4098,14583.8382,14682.3565,406629,14926.156470992519,-0.016333740803690457,-0.015544229069427717,,,,0.0,,True,0.0
2024-01-01 13:00:00,14682.3565,14811.2522,14434.3976,14563.2933,266694,14888.486458824209,-0.02184192192561467,-0.007079709475878319,,,,0.0,,True,0.0
2024-01-01 14:00:00,14563.2933,14695.8075,14506.6939,14639.2081,295292,14857.099267250445,-0.014665794670346165,0.0016679461333442922,,,,1.0,,True,1.0
2024-01-01 15:00:00,14639.2081,14804.3404,14551.3098,14716.4421,115102,14850.001270817927,-0.008993882787093585,0.012848039138521084,,,,1.0,,True,1.0
2024-01-01 16:00:00,14716.4421,15045.6281,14575.2688,14904.4548,380532,14848.985665516699,0.0037355504094879013,0.018401345079834066,,,,0.0,,True,0.0
2024-01-01 17:00:00,14904.4548,15096.6651,14844.3237,15036.534,508682,14869.335448722282,0.011244520769224066,0.02023840355631765,,,,0.0,,True,0.0
2024-01-01 18:00:00,15036.534,15182.2422,14986.0015,15131.7096,472207,14896.162802161683,0.015812582137202134,0.012077031727714233,,,,0.0,,True,0.0
2024-01-02 10:00:00,15131.7096,15327.8592,15045.8437,15241.9932,593444,14935.579331574716,0.020515700236515593,0.009271179467291528,465325.8,,,0.0,,True,0.0
2024-01-02 11:00:00,15241.9932,15297.1409,15177.5488,15232.6964,494465,14964.416610074693,0.017927848235973983,0.0021152660987718494,382238.2,,,0.0,,True,0.0
2024-01-02 12:00:00,15232.6964,15277.9472,15212.5609,15257.8117,331499,14981.660836834792,0.018432593433583003,-0.0020831068029325897,386454.6,,,0.0,,True,0.0
2024-01-02 13:00:00,15257.8117,15471.2709,15155.0155,15368.4747,224091,14995.409917640905,0.02487859847833931,0.006950750242365328,368200.8,,,0.0,,True,0.0
2024-01-02 14:00:00,15368.4747,15691.0413,15219.5989,15542.1655,362019,15024.588224658832,0.03444868289246711,0.016016089458884105,377733.3,273.52259999999995,,0.0,,True,0.0
2024-01-02 15:00:00,15542.1655,15624.9241,15476.2281,15558.9866,527590,15066.904066059087,0.0326598305652863,0.007781232086946987,400963.1,275.8420499999999,,0.0,,True,0.0
2024-01-02 16:00:00,15558.9866,15609.8455,15477.9758,15528.8347,1090589,15133.89656184589,0.026096262554733553,-0.008352420337733556,498511.8,253.41208571428564,,-1.0,,True,-1.0
2024-01-02 17:00:00,15528.8347,15677.5263,15454.8428,15603.5344,210262,15145.742796637815,0.03022576109398943,-0.0024340694712968666,481484.8,249.70579285714277,,0.0,,True,0.0
2024-01-02 18:00:00,15603.5344,15821.2286,15491.2838,15708.978,355869,15168.523168491829,0.03563002314100077,0.009533760586267218,466203.5,246.3550928571428,,0.0,,True,0.0
2024-01-03 10:00:00,15708.978,15750.1781,15613.5693,15654.7694,466696,15195.525580535565,0.03022230570640444,-3.4553875849913096e-06,465652.4,242.6047499999999,,0.0,,True,0.0
2024-01-03 11:00:00,15654.7694,15876.0595,15273.2302,15494.5203,162125,15201.960776282735,0.019244854530456424,-0.016385168610544346,422520.5,267.5903714285714,,0.0,,True,0.0
2024-01-03 12:00:00,15494.5203,15549.2913,15385.105,15439.8761,262604,15242.804030030056,0.01292885938713696,-0.017293446319267478,399334.4,245.72087142857148,,0.0,,True,0.0
2024-01-03 13:00:00,15439.8761,15582.7032,15345.5313,15488.3585,537877,15272.558970339076,0.01412988681726682,-0.005114967713189604,419972.2,244.6373357142858,,-1.0,,True,-1.0
2024-01-03 14:00:00,15488.3585,15648.5816,15389.4773,15549.7004,397312,15313.71027862765,0.015410381748027828,0.0024815223608908674,437294.3,249.12759285714284,,0.0,,True,0.0
2024-01-03 15:00:00,15549.7004,15637.3315,15490.5307,15578.1619,391066,15349.07446974138,0.0149251624721891,0.0007952756549222811,440199.0,239.46939999999995,,0.0,,True,0.0
2024-01-03 16:00:00,15578.1619,15914.3601,15426.9812,15763.1794,452514,15394.245558384646,0.023965698105576284,0.008555316357548456,432691.4,265.73988571428566,,0.0,,True,0.0
2024-01-03 17:00:00,15763.1794,15893.3237,15442.0753,15572.2195,291166,15412.0231214593,0.010394247223626696,-0.004530915248562405,352749.1,293.30146428571425,,0.0,,True,0.0
2024-01-03 18:00:00,15572.2195,15647.9313,15411.1509,15486.8627,285870,15441.308446160177,0.0029501550337303357,-0.02101554307184595,360309.9,287.6246785714285,,0.0,,True,0.0
2024-01-04 10:00:00,15486.8627,15617.8658,15407.3099,15538.313,283698,15471.938568726568,0.004289988030820853,-0.006104259192805843,353092.8,268.9899285714285,,0.0,,True,0.0
2024-01-04 11:00:00,15538.313,15830.1466,15387.6868,15679.5204,259837,15499.172946460942,0.011635940457083428,0.008685785423353092,332406.9,289.9730571428571,,0.0,,True,0.0
2024-01-04 12:00:00,15679.5204,15811.3335,15364.1258,15495.9389,467197,15524.82958417432,-0.0018609340616383668,-0.00615092209245922,362914.1,312.4972000000001,,0.0,,True,0.0
2024-01-04 13:00:00,15495.9389,15824.8114,15400.0965,15728.969,189586,15546.936160016356,0.011708598923291133,7.265846620770587e-05,355612.3,326.9280142857145,,0.0,,True,0.0
2024-01-04 14:00:00,15728.969,15762.1841,15677.6193,15710.8344,518856,15571.079878704197,0.008975261984683439,0.010836196046321805,353710.2,309.4008714285715,,0.0,,True,0.0
2024-01-04 15:00:00,15710.8344,15777.3878,15578.459,15645.0124,289330,15581.513937066093,0.0040752434705881545,-0.007633355452702979,342912.0,313.85230000000007,,0.0,,True,0.0
2024-01-04 16:00:00,15645.0124,15758.6727,15444.696,15558.3564,294924,15586.283695195945,-0.0017917866594814081,-0.010767048644164848,333297.8,293.2199714285715,,0.0,,True,0.0
2024-01-04 17:00:00,15558.3564,15770.7899,15437.7975,15650.231,230097,15589.648716877704,0.0038860582571503426,-0.00018918521343781183,311056.1,305.2775499999999,,0.0,,True,0.0
2024-01-04 18:00:00,15650.231,16117.7663,15466.9098,15934.4451,276389,15608.442344642834,0.020886309354825442,0.02267809601430685,309578.4,334.82644999999997,,0.0,,True,0.0
2024-01-05 10:00:00,15934.4451,15974.1857,15872.3455,15912.086,173321,15617.5805164981,0.018857305277907185,0.014971247020756842,298323.5,323.59330000000006,,0.0,,True,0.0
2024-01-05 11:00:00,15912.086,16204.7679,15804.7265,16097.4083,134857,15623.292713806848,0.030346713389947474,0.009460404035122032,283439.4,341.6819142857143,,0.0,,True,0.0
2024-01-05 12:00:00,16097.4083,16158.909,15997.2258,16058.7264,246141,15637.488337910925,0.026937705914564368,0.008080400636657183,282069.8,318.4179357142857,,0.0,,True,0.0
2024-01-05 13:00:00,16058.7264,16180.3813,16022.5611,16144.216,271346,15660.559163848522,0.030883752686683856,0.0005370392967363816,262484.7,297.4587785714284,,0.0,,True,0.0
