datetime,open,high,low,close,volume,vwap,dev,dev_mom,vol_ma10,atr,realized_vol,entry_native,ai_score,ai_accept,entry
2024-01-01 10:00:00,50.2495,50.5399,49.7096,50.0,7856493,50.08316666666667,-0.0016605712498212095,,,,,0.0,,True,0.0
2024-01-01 11:00:00,50.0,50.26,49.6339,49.8939,5604671,50.01908908267021,-0.0025028261203098225,,,,,0.0,,True,0.0
2024-01-01 12:00:00,49.8939,50.0948,49.5077,49.7086,9371764,49.917001090087965,-0.004174952131275968,-0.002514380881454759,,,,0.0,,True,0.0
2024-01-01 13:00:00,49.7086,49.8681,49.4519,49.6113,22267352,49.78209711421821,-0.003430894319826256,-0.0009280681995164335,,,,0.0,,True,0.0
2024-01-01 14:00:00,49.6113,49.8359,49.193,49.4176,16796319,49.700707707428855,-0.005696251029168701,-0.0015212988978927323,,,,0.0,,True,0.0
2024-01-01 15:00:00,49.4176,49.6668,48.9187,49.1678,6284001,49.65926871623355,-0.009896817430839207,-0.006465923111012951,,,,0.0,,True,0.0
2024-01-01 16:00:00,49.1678,49.6988,48.8582,49.3891,5429448,49.6339026372002,-0.004932165801863107,0.0007640852273055939,,,,0.0,,True,0.0
2024-01-01 17:00:00,49.3891,49.471,49.2687,49.3506,6065378,49.613312868839884,-0.0052952091615894375,0.004601608269249769,,,,1.0,,True,1.0
2024-01-01 18:00:00,49.3506,50.2089,48.9221,49.7804,10220187,49.61602100545997,0.0033130225118604534,0.00824518831372356,,,,0.0,,True,0.0
2024-01-02 10:00:00,49.7804,51.0169,49.1702,50.4067,7491918,49.6607868948798,0.015020162823821634,0.02031537198541107,9738753.1,,,0.0,,True,0.0
2024-01-02 11:00:00,50.4067,50.5462,50.2882,50.4276,10254723,49.73317813794107,0.013962949645664448,0.010649927133803994,9978576.1,,,0.0,,True,0.0
2024-01-02 12:00:00,50.4276,50.8335,50.1843,50.5902,10006873,49.80146369704469,0.015837612881288054,0.0008174500574664196,10418796.3,,,0.0,,True,0.0
2024-01-02 13:00:00,50.5902,50.8783,50.5156,50.8038,13572867,49.897771765416095,0.01815768926202574,0.004194739616361291,10838906.6,,,0.0,,True,0.0
2024-01-02 14:00:00,50.8038,51.2909,49.8866,50.3737,15583900,49.9635118358495,0.00820975446037766,-0.007627858420910395,10170561.4,0.7643785714285711,,-1.0,,True,-1.0
