datetime,open,high,low,close,volume,vwap,dev,dev_mom,vol_ma10,atr,realized_vol,entry_native,ai_score,ai_accept,entry
2024-01-01 10:00:00,5958.655,6040.6414,5918.0136,6000.0,1729622,5986.218333333333,0.0023022325446978215,,,,,0.0,,True,0.0
2024-01-01 11:00:00,6000.0,6107.2837,5961.736,6069.0197,274751,5994.414752410422,0.012445743357944733,,,,,0.0,,True,0.0
2024-01-01 12:00:00,6069.0197,6102.89,5990.0734,6023.9438,361132,6001.216677841138,0.0037870857492580106,0.001484853204560189,,,,0.0,,True,0.0
2024-01-01 13:00:00,6023.9438,6049.2159,5982.4412,6007.7133,358955,6002.78542958749,0.0008209306280082359,-0.011624812729936497,,,,0.0,,True,0.0
2024-01-01 14:00:00,6007.7133,6034.1215,5946.8409,5973.2491,783314,5998.755108072603,-0.004251883534681999,-0.00803896928394001,,,,0.0,,True,0.0
2024-01-01 15:00:00,5973.2491,5993.3287,5905.6064,5925.686,484109,5991.816485060033,-0.011036800814064156,-0.011857731442072392,,,,0.0,,True,0.0
2024-01-01 16:00:00,5925.686,5943.6074,5889.7645,5907.6859,951514,5976.777775080705,-0.011560054209941249,-0.00730817067525925,,,,0.0,,True,0.0
2024-01-01 17:00:00,5907.6859,5923.4726,5883.869,5899.6557,508862,5969.829754912872,-0.011754783267499711,-0.0007179824534355554,,,,0.0,,True,0.0
2024-01-01 18:00:00,5899.6557,5921.8792,5867.1448,5889.3684,449993,5963.956743986742,-0.012506519947842848,-0.0009464657379015997,,,,0.0,,True,0.0
2024-01-02 10:00:00,5889.3684,5918.795,5876.4106,5905.8372,450029,5959.450337632991,-0.008996322579354808,0.002758460688144903,635228.1,,,0.0,,True,0.0
2024-01-02 11:00:00,5905.8372,5921.9255,5895.4546,5911.5429,669858,5954.698910284692,-0.007247387472463872,0.005259132475378976,529251.7,,,1.0,,True,1.0
2024-01-02 12:00:00,5911.5429,6002.3936,5872.5011,5963.3518,1251773,5953.395269756611,0.0016724120929730237,0.010668734672327831,626953.9,,,0.0,,True,0.0
