datetime,open,high,low,close,volume,vwap,dev,dev_mom,vol_ma10,atr,realized_vol,entry_native,ai_score,ai_accept,entry
2024-01-01 10:00:00,160.4115,160.7086,159.7028,160.0,2272615,160.1371333333333,-0.0008563493705601688,,,,,0.0,,True,0.0
2024-01-01 11:00:00,160.0,160.9949,159.4792,160.4742,5916529,160.26643396272348,0.0012963789867867046,,,,,0.0,,True,0.0
2024-01-01 12:00:00,160.4742,161.0674,160.0186,160.6118,2428916,160.334945424635,0.0017267263517117275,0.002583075722271896,,,,0.0,,True,0.0
2024-01-01 13:00:00,160.6118,160.9406,160.3417,160.6705,4699707,160.43189497259618,0.0014872667772488628,0.00019088779046215823,,,,0.0,,True,0.0
2024-01-01 14:00:00,160.6705,161.3312,159.1497,159.8104,864868,160.41400212273834,-0.0037627770316241748,-0.005489503383335903,,,,0.0,,True,0.0
2024-01-01 15:00:00,159.8104,161.5433,159.0626,160.7954,2130501,160.42017938700394,0.002338986369606674,0.0008517195923578114,,,,0.0,,True,0.0
2024-01-01 16:00:00,160.7954,163.0504,159.6518,161.9067,4834612,160.6532910533759,0.0078019500155004935,0.011564727047124669,,,,0.0,,True,0.0
2024-01-01 17:00:00,161.9067,162.5972,160.6303,161.3208,3719992,160.7727518781036,0.0034088371038887917,0.0010698507342821175,,,,0.0,,True,0.0
2024-01-01 18:00:00,161.3208,162.0287,159.6619,160.3698,4916226,160.75945716032416,-0.0024238521777014987,-0.010225802193201992,,,,0.0,,True,0.0
2024-01-02 10:00:00,160.3698,161.0075,159.9045,160.5422,571807,160.75460210687388,-0.0013212816559531936,-0.0047301187598419855,3235577.3,,,0.0,,True,0.0
2024-01-02 11:00:00,160.5422,161.2627,159.0172,159.7377,8080096,160.6049860757339,-0.00540011924240598,-0.0029762670647044812,3816325.4,,,0.0,,True,0.0
2024-01-02 12:00:00,159.7377,160.2261,159.3534,159.8418,6224579,160.49854678669394,-0.004091917340328074,-0.002770635684374881,3847130.4,,,0.0,,True,0.0
2024-01-02 13:00:00,159.8418,161.3474,159.1281,160.6337,11508108,160.47306224255075,0.0010010263106118805,0.00640114555301786,4755049.6,,,0.0,,True,0.0
2024-01-02 14:00:00,160.6337,161.9769,159.93,161.2732,3044556,160.50225641840427,0.004803319272883001,0.008895236613211076,4589534.5,1.789364285714279,,0.0,,True,0.0
2024-01-02 15:00:00,161.2732,164.0112,160.0088,162.7467,6433894,160.66901342589745,0.012931470292875186,0.011930443982263306,5146437.1,2.003407142857136,,0.0,,True,0.0
2024-01-02 16:00:00,162.7467,163.9899,161.9426,163.1858,5471640,160.84639751452409,0.014544326274168946,0.009741007001285945,5480551.0,2.0413785714285644,,0.0,,True,0.0
