datetime,open,high,low,close,volume,vwap,dev,dev_mom,vol_ma10,atr,realized_vol,entry_native,ai_score,ai_accept,entry
2024-01-01 10:00:00,502.2629,505.6921,496.5708,500.0,915437,500.7543,-0.0015063275542516572,,,,,0.0,,True,0.0
2024-01-01 11:00:00,500.0,506.3569,497.5408,503.8977,1885188,501.9956660772149,0.0037889449079278412,,,,,0.0,,True,0.0
2024-01-01 12:00:00,503.8977,513.1716,499.7491,509.0229,3714161,505.02801884012257,0.007910216880743181,0.009416544434994838,,,,0.0,,True,0.0
2024-01-01 13:00:00,509.0229,509.8865,508.0278,508.8914,1709634,505.8402228305421,0.006031899069600193,0.002242954161672352,,,,0.0,,True,0.0
2024-01-01 14:00:00,508.8914,512.1663,507.7909,511.0658,1728937,506.6220254100167,0.008771380569936548,0.0008611636891933672,,,,0.0,,True,0.0
2024-01-01 15:00:00,511.0658,515.2091,509.1706,513.3138,2461485,507.800237107445,0.010857739893863797,0.004825840824263604,,,,0.0,,True,0.0
2024-01-01 16:00:00,513.3138,515.421,506.6422,508.7493,1299644,508.0343614896055,0.0014072640840636242,-0.007364116485872924,,,,0.0,,True,0.0
2024-01-01 17:00:00,508.7493,511.3627,503.6242,506.2376,767042,507.9835382342112,-0.0034369976639011483,-0.014294737557764945,,,,0.0,,True,0.0
2024-01-01 18:00:00,506.2376,509.6221,499.2145,502.5991,1665021,507.55336177580114,-0.009761065828561165,-0.01116832991262479,,,,0.0,,True,0.0
2024-01-02 10:00:00,502.5991,504.2131,501.1329,502.747,1334985,507.1825544922259,-0.008745479222302151,-0.005308481558401003,1748153.4,,,0.0,,True,0.0
2024-01-02 11:00:00,502.747,505.8414,495.872,498.9664,1816851,506.5276845186424,-0.014927682631656985,-0.00516661680309582,1838294.8,,,0.0,,True,0.0
2024-01-02 12:00:00,498.9664,499.9784,497.4065,498.4184,611974,506.2840493519328,-0.015536040216951728,-0.006790560994649577,1710973.4,,,0.0,,True,0.0
2024-01-02 13:00:00,498.4184,499.4148,497.6589,498.6553,771798,505.996419787583,-0.01450824452604785,0.00041943810560913543,1416737.1,,,0.0,,True,0.0
2024-01-02 14:00:00,498.6553,508.908,494.263,504.5156,1169832,505.8125710677916,-0.002564133716672277,0.012971906500279452,1362756.9,7.327128571428582,,0.0,,True,0.0
2024-01-02 15:00:00,504.5156,507.2507,499.9544,502.6894,969565,505.7057475577372,-0.005964629771966035,0.008543614754081814,1286819.7,7.19677142857144,,0.0,,True,0.0
2024-01-02 16:00:00,502.6894,506.197,501.1839,504.6915,2256827,505.5544175183212,-0.0017068736587390434,0.0008572600579332338,1266353.9,6.925128571428583,,0.0,,True,0.0
2024-01-02 17:00:00,504.6915,508.7786,503.2475,507.3346,1117626,505.5927788023928,0.0034451069529377416,0.009409736724903778,1248152.1,6.3614571428571525,,0.0,,True,0.0
2024-01-02 18:00:00,507.3346,512.0348,505.0534,509.7536,1523203,505.77711183274704,0.007862135462879413,0.009569009121618456,1323768.2,6.7273642857142955,,0.0,,True,0.0
2024-01-03 10:00:00,509.7536,510.7797,508.1407,509.1667,1240001,505.93062843163904,0.006396275272743664,0.0029511683198059227,1281266.2,6.603335714285728,,0.0,,True,0.0
2024-01-03 11:00:00,509.1667,515.0791,505.7097,511.6221,2074466,506.2563675629188,0.010598844342267608,0.002736708879388195,1355214.3,6.841257142857155,,0.0,,True,0.0
2024-01-03 12:00:00,511.6221,512.9807,509.6946,511.0532,466841,506.49716087290943,0.008995191837282134,0.0025989165645384695,1220213.3,6.4489214285714365,,0.0,,True,0.0
